run_id=security-overhead-final-factorial-mtls-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod1-compnone-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-mtls-b5-rf3-isr3-msg1024-tps1000-batch131072-acksall-prod1-compnone-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
4996 records sent, 999.0 records/sec (0.98 MB/sec), 71.5 ms avg latency, 1236.0 ms max latency.
5006 records sent, 1000.2 records/sec (0.98 MB/sec), 4.9 ms avg latency, 9.0 ms max latency.
5007 records sent, 1000.4 records/sec (0.98 MB/sec), 4.8 ms avg latency, 10.0 ms max latency.
5003 records sent, 1000.0 records/sec (0.98 MB/sec), 4.7 ms avg latency, 10.0 ms max latency.
5000 records sent, 1000.0 records/sec (0.98 MB/sec), 4.7 ms avg latency, 13.0 ms max latency.
5002 records sent, 1000.2 records/sec (0.98 MB/sec), 4.7 ms avg latency, 10.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 4.7 ms avg latency, 10.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 4.8 ms avg latency, 27.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 4.7 ms avg latency, 9.0 ms max latency.
5008 records sent, 1000.2 records/sec (0.98 MB/sec), 4.7 ms avg latency, 11.0 ms max latency.
5002 records sent, 1000.2 records/sec (0.98 MB/sec), 4.6 ms avg latency, 26.0 ms max latency.
4999 records sent, 999.8 records/sec (0.98 MB/sec), 4.7 ms avg latency, 11.0 ms max latency.
5007 records sent, 1000.6 records/sec (0.98 MB/sec), 4.8 ms avg latency, 30.0 ms max latency.
5001 records sent, 1000.0 records/sec (0.98 MB/sec), 4.7 ms avg latency, 29.0 ms max latency.
4999 records sent, 999.8 records/sec (0.98 MB/sec), 4.6 ms avg latency, 13.0 ms max latency.
5002 records sent, 1000.4 records/sec (0.98 MB/sec), 4.7 ms avg latency, 11.0 ms max latency.
5002 records sent, 1000.0 records/sec (0.98 MB/sec), 4.6 ms avg latency, 11.0 ms max latency.
5004 records sent, 1000.0 records/sec (0.98 MB/sec), 4.7 ms avg latency, 8.0 ms max latency.
5002 records sent, 1000.2 records/sec (0.98 MB/sec), 4.6 ms avg latency, 8.0 ms max latency.
100000 records sent, 999.570185 records/sec (0.98 MB/sec), 8.05 ms avg latency, 1236.00 ms max latency, 5 ms 50th, 7 ms 95th, 239 ms 99th, 307 ms 99.9th.
