producer_index=5
producer_count=6
producer_records=16666
producer_throughput=166
829 records sent, 165.8 records/sec (0.16 MB/sec), 225.0 ms avg latency, 3286.0 ms max latency.
833 records sent, 166.6 records/sec (0.16 MB/sec), 8.2 ms avg latency, 28.0 ms max latency.
830 records sent, 166.0 records/sec (0.16 MB/sec), 7.7 ms avg latency, 16.0 ms max latency.
831 records sent, 166.2 records/sec (0.16 MB/sec), 7.4 ms avg latency, 13.0 ms max latency.
831 records sent, 166.1 records/sec (0.16 MB/sec), 7.5 ms avg latency, 12.0 ms max latency.
830 records sent, 166.0 records/sec (0.16 MB/sec), 7.0 ms avg latency, 18.0 ms max latency.
831 records sent, 166.0 records/sec (0.16 MB/sec), 6.6 ms avg latency, 20.0 ms max latency.
831 records sent, 166.2 records/sec (0.16 MB/sec), 6.5 ms avg latency, 17.0 ms max latency.
830 records sent, 166.0 records/sec (0.16 MB/sec), 6.6 ms avg latency, 10.0 ms max latency.
830 records sent, 166.0 records/sec (0.16 MB/sec), 6.6 ms avg latency, 9.0 ms max latency.
831 records sent, 166.0 records/sec (0.16 MB/sec), 6.6 ms avg latency, 11.0 ms max latency.
831 records sent, 166.1 records/sec (0.16 MB/sec), 6.5 ms avg latency, 17.0 ms max latency.
831 records sent, 166.0 records/sec (0.16 MB/sec), 6.3 ms avg latency, 8.0 ms max latency.
831 records sent, 166.0 records/sec (0.16 MB/sec), 6.3 ms avg latency, 8.0 ms max latency.
831 records sent, 166.0 records/sec (0.16 MB/sec), 6.3 ms avg latency, 7.0 ms max latency.
831 records sent, 166.0 records/sec (0.16 MB/sec), 6.4 ms avg latency, 13.0 ms max latency.
830 records sent, 166.0 records/sec (0.16 MB/sec), 6.3 ms avg latency, 8.0 ms max latency.
831 records sent, 166.0 records/sec (0.16 MB/sec), 6.4 ms avg latency, 8.0 ms max latency.
831 records sent, 166.1 records/sec (0.16 MB/sec), 6.4 ms avg latency, 8.0 ms max latency.
831 records sent, 166.2 records/sec (0.16 MB/sec), 6.5 ms avg latency, 9.0 ms max latency.
16666 records sent, 165.959650 records/sec (0.16 MB/sec), 17.61 ms avg latency, 3286.00 ms max latency, 7 ms 50th, 12 ms 95th, 355 ms 99th, 405 ms 99.9th.
